text,category,stance,"('text', 'dialect')"
اهم ما یقدمه موقع | مجاهدي خلق الایرانیه 12 ینایر 2021  ايران..العقوبه التلقائيه لعدم شراء  لقاح كوفيد 19   كورونا وزاره الخارجيه الامريكيه تدرج  الحوثيين اليمنيين وثلاثه من قادتهم في قائمه الارهاب 277 عمليه  اعدام، بما في ذلك اعدام 12 سجينا سياسيا في ايران عام 2020  ,info_news,0,"('أهم ما یقدمه موقع | مجاهد خلق الإیرانیه 12 ینایر 2021 إيران . . عقوب تلقائي عدم شراء لقاح كوفيد 19 كور وزار خارجي أمريكي درج الحوثيين يمني ثلاث من قاد في قائم إرهاب 277 عملي إعدام ، بما في ذلك إعدام 12 سجين سياسي في إيران عام 2020', 'Modern Standard Arabic')"
لقاح  كورونا.. كنيسه  انجلترا تتهم  الاتحاد الاوربي بمخالفه المسيحيه رابط تخطي الحجب:   للمزيد:  ,unrelated,0,"('لقاح كور . . كنيس أنجلترا تهم ٱتحاد أوربي مخالف مسيحي رابط تخطي حجب : مزيد :', 'Gulf')"
عاجل | الرئيس الامريكي  جو بايدن: سنعمل علي تطعيم 100 مليون شخص باللقاح المضاد لكورونا خلال المئه يوم الاولي في من فترتي الرئاسيه • وجهت حكام الولايات والوكالات الفيدراليه بالتنسيق المشترك لمواجهه جائحه  كورونا • ساوقع اعلانا تنفيذيا بتعويض كل الولايات بسبب تداعيات فيروس كورونا,plan,1,"('عاجل | رئيس أمريكي جو بايدن : عمل على تطعيم 100 مليون شخص لقاح مضاد كور خلال مئ يوم أولى في من فتر رئاسي • وجه حكام ولاي وكال فيدرالي تنسيق مشترك مواجه جائح كور • وقع إعلان تنفيذي تعويض كل ولاي سبب تداعي فيروس كور', 'Gulf')"
عاجل | ا ف ب:  فرنسا توصي باستخدام لقاح  استرازينيكا المضاد لفيروس  كورونا لمن هم اقل من 65 عاما فقط,plan,1,"('عاجل | أ ف ب : فرنسا وصي ٱستخدام لقاح أسترازينيكا مضاد فيروس كور من هم أقل من 65 عام فقط', 'Modern Standard Arabic')"
عضو لجنه الاوبئه عزمي محافظه للمملكه: الحوامل والمرضعات واللاتي يخططن للحمل يستثنين من اخذ مطعوم  كورونا   عاجل  الاردن 100  حكايه 100 عام  هنا المملكه,info_news,1,"('عضو لجن أوبئ عزم محافظ مملك : حوامل مرضع اللاتي خطط حمل ستثني من أخذ مطعوم كور عاجل أردن 100 حكاي 100 عام هنا مملك', 'Modern Standard Arabic')"
 الحكومه: وصول 50 الف جرعه من لقاح  استرازينيكا في فبراير  كورونا للتفاصيل..  ,plan,1,"('حكوم : وصول 50 الف جرع من لقاح استرازينيكا في فبراير كور تفاصيل . .', 'Nile Basin')"
كامالا هاريس تتلقي الجرعه الثانيه من لقاح كورونا  ,celebrity,1,"('كامالا هاريس تلقى جرع ثاني من لقاح كور', 'Gulf')"
اهداء لوالدنا وقائدنا  الملك يتلقي لقاح كورونا   بردا سلاما رب فاجعل نفعها عمرا مديدا كي يدوم سناه  الملك سلمان   حروف:     بصوتي:  علي مشيبه  ,celebrity,1,"('إهداء والد قائد ملك تلقى لقاح كور برد سلام رب جعل نفع عمر مديد كي دوم سن ملك سلمان حروف : صوت : على مشيب', 'Modern Standard Arabic')"
 الملك يتلقي لقاح كورونا  لاحظوا مده المقطع ٤٥ ثانيه فقط .. راقب فيها ساعته مرتين .. وهناك قاعده تحث علي الدقه تقول ؛  اضبط ساعتك علي مواعيد سلمان  لانه معروف منذ ان كان امير الرياض بدقه مواعيده واهتمامه بالوقت .  اللهم احفظه بعينك التي لاتنام  ,celebrity,1,"('ملك تلقى لقاح كور لاحظ مد مقطع ٤٥ ثاني فقط . . راقب في ساع مر . . هناك قاعد حث على دق قول ؛ ضبط ساع على مواعيد سلمان أن معروف منذ أن كان أمير رياض دق مواعيد ٱهتمام وقت . اللهم حفظ عين التي تنام', 'Modern Standard Arabic')"
بيل غيتس يجب الا نعود كما كنا، رغم اننا سيكون بمقدرتنا صنع لقاحات بسرعه بفضل التقنيه الجديده الموجوده في لقاح فايزر علينا ان نكون مستعدين للوباء القادم ونريد ان نستثمر في الفحوصات وفي فريق متكامل نسميه فريق اطفاء الوبائيات يذهب حيث يوجد الوباء الجديد  ,info_news,1,"('بيل غيتس جب أن عود كما كن ، رغم أن كون مقدر صنع لقاحات سرع فضل تقني جديد موجود في لقاح فايزر علي أن كون مستعد وباء قادم ريد أن ستثمر في فحوص في فريق متكامل سمي فريق إطفاء الوبائيات ذهب حيث وجد وباء جديد', 'Modern Standard Arabic')"
 دون تعليق مدير منظمه الصحه العالميه: اكثر من 39 مليون جرعه من اللقاح تم اعطاؤها حتي الان في ما لا يقل عن 49 دوله ذات دخل مرتفع. وهناك 25 جرعه فقط اعطيت في احد البلدان ذات الدخل المنخفض  سلملي علي كوفاكس وال 1.5 مليار لقاح تبع الفقراء  بس هيك,info_news,1,"('دون تعليق مدير منظم صح عالمي : أكثر من 39 مليون جرع من لقاح تم إعطاؤ حتى آن في ما لا قل عن 49 دول ذات دخل مرتفع . هناك 25 جرع فقط أعطي في أحد بلدان ذات دخل منخفض سلملي على كوفاكس وال 1 . 5 مليار لقاح بع فقراء بس هيك', 'Modern Standard Arabic')"
 الشرق عاجل مصر تمنح الترخيص الطارئ لاستخدام لقاح كوفيشيلد استرازينيكا  عاجل,info_news,1,"('شرق عاجل مصر منح ترخيص طارئ ٱستخدام لقاح كوفيشيلد أسترازينيكا عاجل', 'Gulf')"
اصابه 13 شخصا بشلل في الوجه بعد تلقيهم لقاح  كورونا باسرائيل  ,info_news,-1,"('أصاب 13 شخص شلل في وجه بعد لقي لقاح كور إسرائيل', 'Nile Basin')"
خبر سعيد للعالم.. مختبر بايونتيك في بيان رسمي:  لقاح كورونا  فايزر يتمتع بفعاليه ضد السلاله البريطانيه والجنوب افريقيه من فيروس كورونا المتحور، رسميا لا خوف باذن الله علي من ياخذ اللقاح من اي سلاله لكورونا   ,info_news,1,"('خبر سعيد عالم . . مختبر بايونتيك في بيان رسمي : لقاح كور فايزر تمتع فعالي ضد سلال بريطاني جنوب أفريقي من فيروس كور المتحور ، رسمي لا خوف إذن الله على من أخذ لقاح من أي سلال كور', 'Gulf')"
اتصالات بين الجزائر و  روسيا لتصنيع لقاح  سبوتنيك  في  الجزائر  ,info_news,1,"('اتصال بين جزائر و روسيا تصنيع لقاح سبوتنيك في جزائر', 'Maghreb')"
 الوزير الاول، وسط المواطنين، يتقدم لتلقي لقاح سبوتنيك  الروسي.  ,celebrity,1,"('وزير أول ، وسط مواطن ، تقدم لقي لقاح سبوتنيك روسي .', 'Levant')"
فايزر تتوقع مبيعات بقيمه 15 مليار دولار من لقاح كورونا     ,info_news,1,"('فايزر توقع مبيع قيم 15 مليار دولار من لقاح كور', 'Gulf')"
 الصحه : ظهور حاله  محصن في  الجواز الصحي بتطبيق  توكلنا بعد تلقي الجرعه الثانيه من لقاح  كورونا .  الوطن اكثر من ذلك  ,info_news,1,"('صح : ظهور حال محصن في جواز صحي تطبيق وكل بعد لقي جرع ثاني من لقاح كور . وطن أكثر من ذلك', 'Gulf')"
الصوره الكريمه لخادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ابلغ من الكلام وهي تقطع كل من يشكك في استخدام هذا اللقاح  الملك يتلقي لقاح كورونا | العميد متقاعد. حسن الشهري | احداث 24 |  ,info_news,1,"('صور كريم خادم حرم شريف ملك سلمان بن عبدالعزيز أبلغ من كلام هي قطع كل من شكك في ٱستخدام هذا لقاح ملك تلقى لقاح كور | عميد متقاعد . حسن شهري | أحداث 24 |', 'Modern Standard Arabic')"
قريبتي تلقت الجرعه الثانيه من لقاح ، بعد اسبوع من الجرعه الثانيه اتت نتيجه فحص  ايجابيه.  الان اللقاح بدا يعمل ضد  كورونا.   *هي في اواخر اسابيع الحمل   ,personal,1,"('قريب تلق جرع ثاني من لقاح ، بعد أسبوع من جرع ثاني أت نتيج فحص إيجابي . آن لقاح بدأ عمل ضد كور . * هي في أواخر أسابيع حمل', 'Modern Standard Arabic')"
دراسه: لقاح فايزر بيونتيك فعال ضد فيروس  كورونا المتحور,info_news,1,"('دراس : لقاح فايزر بيونتيك فعال ضد فيروس كور متحور', 'Nile Basin')"
